Country,ID,Instrument,insID,idOrder,Type,Question,Answer,Sources,Comment,instrumentDF,filterCountry
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_62,66,Substantive limit,Are there any other prohibited issues?,NA,NA,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_63,73,Agenda related,Who has to formally react to a successful agenda proposal?,Legislature,"Articles 114-154, 173-183 of the Rules of Procedure of the National Assembly, Article 168-171 of the Constitution",NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_64,74,Agenda related,What form does that reaction have to take?,Ordinary legislative procedure,"Articles 114-154, 173-183 of the Rules of Procedure of the National Assembly, Article 168-171 of the Constitution",NA,Agenda_initiative,Yes
Slovenia,Slovenia_Agenda initiative,Agenda initiative,Agenda_67,89,Subnational related,Does this type of instrument exist at the subnational level?,Yes,Article 48 of the Local Self-Government Act,NA,Agenda_initiative,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_1,1,General,Is the instrument available at national level?,Yes,Articles 11 and 25b of the Referendum and Popular Initiative Act,"Article 25b of the Referendum Act: The National Assembly may call a referendum referred to in Article 25a of this Act by its own decision on the proposal of the Government, at least ten deputies, or a deputy group.",Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_2,2,General,Is there an explicit legal basis for this type of referendum?,Yes,Articles 11 and 25b of the Referendum and Popular Initiative Act,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_3,3,General,"Under what conditions can the instrument be initiated (number of ministers, whole government, President etc.)?",Government,Articles 11 and 25b of the Referendum and Popular Initiative Act,"The National Assembly may call a referendumon international intergration by its own decision on the proposal of the Government, at least ten deputies, or a deputy group.",Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_4,13,Formal procedure,Is there a formal admissibility check?,Yes,Article 25.b of the Referendum and Popular Initiative Act,"A proposal to call a referendum must clearly specify the question that is to be the subject of the referendum. If the referendum question is not formulated in accordance with the preceding paragraph, the proposer or a representative thereof shall be called upon by the President of the National Assembly before a session or by the National Assembly at a session to supplement or correct the request as appropriate within a certain period of time, which may not be less than three days. If he or she fails to supplement or correct it, the National Assembly may do so on its own, or not decide on the proposal to call the referendum.",Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_5,14,Formal procedure,Who decides about the formal admissibility?,Parliament,Article 25.b of the Referendum and Popular Initiative Act,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_6,15,Formal procedure,Is there a legal remedy against the decision on formal admissibility?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_7,16,Formal procedure,Who decides about the claim for remedy in the formal admissibility procedure?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_8,17,Formal procedure,Who can initiate the formal remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_9,19,Formal procedure,Is formal admissibility decided in a special procedure?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_10,20,Formal procedure,Do participants have a right to be heard in the formal admissibility procedure?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_11,21,Formal procedure,Is there an evidentiary procedure in the formal admissibility procedure?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_12,22,Formal procedure,Are the legal consequences of the formal admissibility procedures binding?,Yes,Article 25.b of the Referendum and Popular Initiative Act,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_13,23,Formal procedure,Is invalidity the legal consequence of formal inadmissibility?,No,Article 25.b of the Referendum and Popular Initiative Act,"If the referendum question is not formulated in accordance with the preceding paragraph, the proposer or a representative thereof shall be called upon by the President of the National Assembly before a session or by the National Assembly at a session to supplement or correct the request as appropriate within a certain period of time, which may not be less than three days. If he or she fails to supplement or correct it, the National Assembly may do so on its own, or not decide on the proposal to call the referendum.",Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_14,24,Substantive procedure,Is there a substantive admissibility check?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_15,25,Substantive procedure,Who decides about the substantive admissibility?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_16,26,Substantive procedure,Is there a legal remedy against the decision on substantive admissibility?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_17,27,Substantive procedure,Who decides about the claim for remedy in the substantive admissibility procedure?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_18,28,Substantive procedure,Who can initiate the substantive remedy procedure (state actor - initiator - anyone)?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_19,30,Substantive procedure,Is substantive admissibility decided in a special procedure?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_20,31,Substantive procedure,Do participants have a right to be heard in the substantive admissibility procedure?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_21,32,Substantive procedure,Is there an evidentiary procedure in the substantive admissibility procedure?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_22,33,Substantive procedure,Are the legal consequences of the substantive admissibility procedure binding?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_23,34,Substantive procedure,Is invalidity the legal consequence of substantive inadmissibility?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_24,35,Formal limit,Does the proposal have to be submitted as a (draft) legal text?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_25,36,Formal limit,Are there any formal limits on the wording of the referendum proposal?,Yes,Article 25.b(2) of the Referendum and Popular Initiative Act,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_26,37,Formal limit,Is there a clarity of the question requirement?,Yes,Article 25.b(2) of the Referendum and Popular Initiative Act,A proposal to call a referendum must clearly specify the question that is to be the subject of the referendum.,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_27,38,Formal limit,Is there a unity of form requirement?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_28,39,Formal limit,Is there a unity of substance requirement?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_29,40,Formal limit,"Are there any other formal limits? If Yes, describe in comments.",No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_30,41,Substantive limit,Are certain type of legal acts excluded from being the subject of it?,Yes,Referendum subject is determined in article 25.a of the Referendum and Popular Initiative Act,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_31,42,Substantive limit,Are constitutional amendments excluded from being the subject of it?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_32,43,Substantive limit,Are the legal provisions challenged before or after their entry into force?,Before,"Article 3a of the Slovenian Constitution, Article 25a and the following of the Referendum and Popular Initiative Act",NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_33,44,Substantive limit,Can only issues of special importance be the subject of referendums?,No,Article 3a of the Slovenian Constitution,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_34,45,Substantive limit,Can only certain enumerated issues be the subject of referendums?,No,Article 3a of the Slovenian Constitution,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_35,46,Substantive limit,Are there any prohibited issues?,No,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_36,47,Substantive limit,Are referendums on constitutional amendments prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_37,48,Substantive limit,Are referendums related to international law obligations prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_38,49,Substantive limit,Are referendums related to fundamental rights and freedoms prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_39,50,Substantive limit,Are referendums on state structure or form of government prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_40,51,Substantive limit,Are referendums on state symbols prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_41,52,Substantive limit,Are referendums on the official language prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_42,53,Substantive limit,Are referendums on territorial issues or territorial integrity prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_43,54,Substantive limit,"Are referendums on state finances (budget, taxes, or other financial obligations) prohibited?",NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_44,55,Substantive limit,"Are referendums on issues related to national security (military, police, secret services) prohibited?",NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_45,56,Substantive limit,"Are referendums on emergency powers (declaration of war, state of emergency etc) or urgent matters prohibited?",NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_46,57,Substantive limit,Are referendums on pardon and amnesty prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_47,58,Substantive limit,Are referendums on naturalisation issues prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_48,59,Substantive limit,Are referendums on minorities or minority rights prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_49,60,Substantive limit,Are referendums on the rules of elections and referendums prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_50,61,Substantive limit,Are referendums on the election or appointment of state officials or civil service laws prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_51,62,Substantive limit,Are referendums on legislative competences prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_52,63,Substantive limit,Are referendums on executive competences prohibited?,NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_53,64,Substantive limit,"Are referendums on issues related to the judiciary (competences, independence etc) prohibited?",NA,NA,NA,Executive_initiated,Yes
Slovenia,Slovenia_Executive-initiated,Executive-initiated,Executive_54,65,Substantive limit,Are referendums on issues related to local governance prohibited?,NA,NA,NA,Executive_initiated,Yes
